nama,daerah,abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
Ahmad Dafi Zidni Alfarisi,Kalitengah,7.048256945069819e-07,0.01419018,3.0,1.9310293000191284e-09,226.0440675097513,0.00011149,3.888994535519125e-05,3.1755e-05,1.7e-07,2.033040614327505e-05,4.133254139505159e-10,0.7596543162605934,365.0000000635314,0.015027322404371584,3.759181818181818e-05,182.5,14602.803738317758,0.99807491539929,0.00273224043715847,1.9460097492946804,2.8000000000000003e-05,0.0,0.7371660422707641,2.4455000000000002e-05,1.1419816760392463,0.1721311475409836,0.5996231951643917,0.44808743169398907,72.50570740792914,-2.266984534270891,1.6046861405547778e-05,1.190268493150685e-05,3.1780821917808146e-08,1.0373749999999995e-05,5.7050000000000004e-06,-6.64545454545452e-07,0.11475409836065574,34.1064536706073,1.0886377648458028,71.0,17.0,1.0248848040969571,0.00011132000000000001,70.0,0.36885245901639346,4.388340533368255e-05,1.1668520245506262,7.366046872032917e-08,0.15859787741091236,-1.4432444568094063,-2.3102524879521855,0.7368511199020709,2.0973773103156526,63.0,0.44808743169398907,0.0,0.6370290055819386,-0.023586258661061874,0.15402035939706585,0.26808268131972235,5.018550816733295e-10,0.00434448,2.843139993029313e-06,2.5858329349650785e-05,2.1703775212920347,2.5659073609375695e-05,6.85207542808685e-10,0.0
