Polutan,Jumlah_Fitur,K,Silhouette,Davies_Bouldin,Calinski_Harabasz,Inertia
NO2,68,2,0.7454889793422196,0.163102692992301,29.428894933181812,1326.5787049217527
NO2,68,3,0.19072168951842394,1.1256732509208545,24.460850473962093,1001.2819207862433
NO2,68,4,0.20453029616332233,0.9996958441555406,22.089486306962172,811.7986405351999
NO2,68,5,0.21660568541076258,0.8462025682056116,21.79003221953435,655.7898244631494
NO2,68,6,0.18559628155250618,0.9494800359532594,19.980312858878566,578.3124167236762
NO2,68,7,0.16194654448955187,1.028687830352128,19.178711334734384,504.989692418367
NO2,68,8,0.1668886509873248,0.9863321689062685,17.91751063820067,458.5987524443724
NO2,68,9,0.1515935858124874,1.20074095089445,16.62674439057059,424.65884368285026
NO2,68,10,0.17212433835661495,0.8673154985234145,16.639278177506878,373.02796639392596
