Fitur,Cluster_0_Mean,Cluster_1_Mean,Selisih_C1_C0,Abs_Selisih,Mean_Global
maximum_fractal_length,-0.1635575806193005,5.888072902294816,6.051630482914116,6.051630482914116,-4.800964430811488e-17
autocorr,-0.0891017272601687,3.2076621813660737,3.2967639086262426,3.2967639086262426,6.00120553851436e-17
negative_turning,-0.060247985067120285,2.1689274624163297,2.22917544748345,2.22917544748345,-1.200241107702872e-17
positive_turning,-0.0564755656108766,2.0331203619915543,2.089595927602431,2.089595927602431,-7.201446646217232e-17
ecdf_slope,0.051057616732685496,-1.838074202376687,-1.8891318191093724,1.8891318191093724,-2.520506326176031e-16
spectral_entropy,0.04961430435250834,-1.786114956690376,-1.8357292610428844,1.8357292610428844,-2.0344086775563678e-15
petrosian_fractal_dimension,-0.039832327919450405,1.433963805100045,1.4737961330194953,1.4737961330194953,-4.584921031424971e-15
fundamental_frequency,-0.03943584784223633,1.419690522320501,1.4591263701627373,1.4591263701627373,-2.220446049250313e-16
skewness,-0.038325017196425476,1.3797006190713113,1.4180256362677368,1.4180256362677368,-1.6803375507840208e-16
calc_centroid,0.037291595312855766,-1.3424974312628597,-1.3797890265757156,1.3797890265757156,-1.4102833015508746e-15
lpcc,-0.03590744230550199,1.2926679229980924,1.3285753653035943,1.3285753653035943,5.401084984662924e-16
median_frequency,0.03101068541449706,-1.1163846749219013,-1.1473953603363984,1.1473953603363984,-2.2804581046354566e-16
spectral_centroid,0.023691447604983863,-0.8528921137794365,-0.8765835613844204,0.8765835613844204,-4.83097045850406e-16
lempel_ziv,0.022463801240795476,-0.8086968446686378,-0.8311606459094333,0.8311606459094333,6.00120553851436e-18
power_bandwidth,-0.01970613702902389,0.709420933044903,0.7291270700739269,0.7291270700739269,1.1612332717025286e-15
spectral_skewness,-0.019028921721310512,0.6850411819671869,0.7040701036884974,0.7040701036884974,1.9203857723245952e-16
mse,-0.01763490910266162,0.6348567276958171,0.6524916367984788,0.6524916367984788,-2.700542492331462e-17
neighbourhood_peaks,-0.016673473555521585,0.600245047998781,0.6169185215543026,0.6169185215543026,1.2302471353954437e-16
spectral_decrease,0.01660884868603592,-0.5979185526972839,-0.6145274013833198,0.6145274013833198,2.4604942707908875e-16
spectral_kurtosis,-0.016460432378334264,0.5925755656200367,0.6090359979983709,0.6090359979983709,8.401687753920104e-17
max_power_spectrum,0.016193426033304467,-0.5829633371989573,-0.5991567632322617,0.5991567632322617,6.601326092365796e-17
spectral_positive_turning,-0.01574745805363778,0.5669084899309526,0.5826559479845903,0.5826559479845903,-2.250452076942885e-16
wavelet_entropy,-0.014506320354532785,0.5222275327626891,0.5367338531172219,0.5367338531172219,-1.3274666651193763e-14
hurst_exponent,0.01399510633319067,-0.5038238279948594,-0.51781893432805,0.51781893432805,1.4102833015508744e-16
spectral_slope,0.01325099414682352,-0.4770357892856429,-0.4902867834324664,0.4902867834324664,1.1552320661640143e-16
spectral_variation,0.013001086190467205,-0.4680391028568302,-0.4810401890472974,0.4810401890472974,-3.1956419492588967e-16
spectral_spread,0.01267499878781533,-0.45629995636124193,-0.46897495514905724,0.46897495514905724,2.9720970429492366e-15
zero_cross,0.012617665908365435,-0.4542359727011545,-0.46685363860951995,0.46685363860951995,3.300663046182898e-17
mfcc,0.01254012078355417,-0.4514443482079526,-0.46398446899150675,0.46398446899150675,-3.750753461571475e-17
max_frequency,0.011624932688364932,-0.4184975767810496,-0.43012250946941455,0.43012250946941455,2.3764773932516866e-15
spectral_roll_off,0.011624932688364932,-0.4184975767810496,-0.43012250946941455,0.43012250946941455,2.3764773932516866e-15
ecdf_percentile_count,-0.0077229278284313045,0.27802540182352875,0.28574832965196006,0.28574832965196006,4.50090415388577e-18
ecdf,0.00726007119980668,-0.26136256319307805,-0.26862263439288475,0.26862263439288475,-1.0322073526244698e-15
higuchi_fractal_dimension,0.00477125466936095,-0.17176516809718972,-0.17653642276655068,0.17653642276655068,-5.272059065584865e-15
median_diff,-0.004513380630996743,0.1624817027158832,0.16699508334687993,0.16699508334687993,2.400482215405744e-17
kurtosis,0.004097231689889184,-0.14750034083601027,-0.15159757252589945,0.15159757252589945,3.00060276925718e-18
entropy,0.0018986831693408313,-0.06835259409665766,-0.07025127726599849,0.07025127726599849,-1.0479230096284544e-14
dfa,0.0010600978159818906,-0.03816352137538312,-0.03922361919136501,0.03922361919136501,-9.474403243929546e-16
human_range_energy,0.0,0.0,0.0,0.0,0.0
spectral_roll_on,0.0,0.0,0.0,0.0,0.0
