Fitur,Cluster_0_Mean,Cluster_1_Mean,Selisih_C1_C0,Abs_Selisih,Mean_Global
abs_energy,-0.16666666666666666,6.0,6.166666666666667,6.166666666666667,0.0
average_power,-0.16666666666666663,6.0,6.166666666666667,6.166666666666667,0.0
wavelet_var,-0.16666666666666669,6.0,6.166666666666667,6.166666666666667,-4.800964430811488e-17
calc_var,-0.16666666666666669,6.0,6.166666666666667,6.166666666666667,-2.400482215405744e-17
spectrogram_mean_coeff,-0.16666666666666663,5.999999999999999,6.166666666666666,6.166666666666666,-2.400482215405744e-17
median_abs_deviation,-0.16666666666622892,5.999999999984241,6.16666666665047,6.16666666665047,0.0
interq_range,-0.16666666666620486,5.999999999983374,6.166666666649579,6.166666666649579,-2.400482215405744e-17
spectral_distance,0.1666666666661687,-5.999999999982072,-6.166666666648241,6.166666666648241,2.400482215405744e-17
auc,-0.16666666666615282,5.999999999981501,6.166666666647654,6.166666666647654,0.0
mean_abs_deviation,-0.16666666666613417,5.99999999998083,6.166666666646964,6.166666666646964,2.400482215405744e-17
slope,0.16666666666612417,-5.999999999980471,-6.166666666646595,6.166666666646595,0.0
rms,-0.16666666666611316,5.999999999980075,6.166666666646187,6.166666666646187,2.400482215405744e-17
ecdf_percentile,-0.16666666666611038,5.9999999999799725,6.1666666666460825,6.1666666666460825,0.0
calc_mean,-0.16666666666610455,5.999999999979764,6.1666666666458685,6.1666666666458685,-2.400482215405744e-17
calc_median,-0.16666666666610386,5.999999999979738,6.166666666645842,6.166666666645842,0.0
calc_std,-0.16666666666608854,5.999999999979188,6.166666666645277,6.166666666645277,4.800964430811488e-17
calc_max,-0.16666666666604063,5.999999999977463,6.166666666643504,6.166666666643504,0.0
pk_pk_distance,-0.1666666666659684,5.999999999974864,6.1666666666408325,6.1666666666408325,2.400482215405744e-17
hist_mode,-0.16666666666588534,5.999999999971873,6.1666666666377585,6.1666666666377585,2.400482215405744e-17
wavelet_std,-0.16666666666583607,5.999999999970099,6.166666666635935,6.166666666635935,2.400482215405744e-17
wavelet_energy,-0.1666666666658293,5.999999999969854,6.166666666635684,6.166666666635684,-2.400482215405744e-17
sum_abs_diff,-0.1666666666657766,5.999999999967957,6.166666666633734,6.166666666633734,2.400482215405744e-17
median_abs_diff,-0.16666666666552554,5.999999999958918,6.166666666624444,6.166666666624444,-2.400482215405744e-17
mean_abs_diff,-0.16666666666549232,5.999999999957724,6.1666666666232155,6.1666666666232155,0.0
calc_min,-0.16666666666535876,5.999999999952915,6.166666666618274,6.166666666618274,0.0
wavelet_abs_mean,-0.16666666666430197,5.99999999991487,6.166666666579172,6.166666666579172,-2.400482215405744e-17
mean_diff,0.16666666666177415,-5.99999999982387,-6.166666666485644,6.166666666485644,0.0
distance,-0.16563657454433933,5.962916683596213,6.128553258140553,6.128553258140553,-4.800964430811488e-17
