Polutan,K,Silhouette,Davies_Bouldin,Calinski_Harabasz,Inertia
NO2,2,0.7454889793422194,0.16310268474255987,29.428894933181795,1326.5787049217531
NO2,3,0.19072168951842403,1.1256732481892093,24.460850473962086,1001.2819207862437
NO2,4,0.20453029616332236,0.9996958420979054,22.08948630696216,811.7986405352001
NO2,5,0.21660568541076264,0.8462025665581965,21.790032219534343,655.7898244631496
NO2,6,0.18559628155250635,0.9494800345852763,19.980312858878563,578.3124167236762
NO2,7,0.161946544489552,1.0286878291981523,19.178711334734388,504.989692418367
NO2,8,0.16688865098732492,0.9863321678788268,17.917510638200675,458.5987524443723
NO2,9,0.15159358581248747,1.2007409499926496,16.62674439057059,424.65884368285026
NO2,10,0.1721243383566151,0.8673155001315351,16.639278177506878,373.027966393926
