valid_time,latitude,longitude,pm1_ug_m3,pm2p5_ug_m3,pm10_ug_m3
2025-10-06 12:00:00,-7.2,112.4,36.12689,39.151,40.516
2025-10-06 18:00:00,-7.2,112.4,63.118534,67.49923,69.10443
2025-10-06 18:00:00,-7.2,112.4,85.96442,91.44486,93.26408
2025-10-07 00:00:00,-7.2,112.4,102.770966,110.397705,113.34441
2025-10-07 00:00:00,-7.2,112.4,98.06672,105.99615,109.33593
2025-10-07 06:00:00,-7.2,112.4,31.948229,34.375717,34.90598
2025-10-07 06:00:00,-7.2,112.4,35.941383,38.915607,39.757046
2025-10-07 12:00:00,-7.2,112.4,156.98691,165.62485,166.56013
2025-10-07 12:00:00,-7.2,112.4,111.33301,119.37055,122.34545
2025-10-07 18:00:00,-7.2,112.4,100.30118,107.58157,110.20711
2025-10-07 18:00:00,-7.2,112.4,113.456566,121.68334,124.46833
2025-10-08 00:00:00,-7.2,112.4,67.85558,76.20303,80.96378
2025-10-08 00:00:00,-7.2,112.4,71.789314,80.619774,85.69839
2025-10-08 06:00:00,-7.2,112.4,31.56612,34.707165,35.814438
2025-10-08 06:00:00,-7.2,112.4,24.530458,26.907713,27.74258
2025-10-08 12:00:00,-7.2,112.4,122.19522,129.05202,130.14624
2025-10-08 12:00:00,-7.2,112.4,129.3601,137.18494,138.63911
2025-10-08 18:00:00,-7.2,112.4,143.39043,152.59798,155.49466
2025-10-08 18:00:00,-7.2,112.4,170.2624,181.90257,185.8649
2025-10-09 00:00:00,-7.2,112.4,99.36599,109.80477,115.51754
2025-10-09 00:00:00,-7.2,112.4,85.97692,94.158226,98.224915
2025-10-09 06:00:00,-7.2,112.4,30.41841,33.29865,34.40348
2025-10-09 06:00:00,-7.2,112.4,39.812862,43.812855,45.38633
2025-10-09 12:00:00,-7.2,112.4,66.32081,72.26993,75.23977
2025-10-09 12:00:00,-7.2,112.4,58.660168,64.45157,67.53896
2025-10-09 18:00:00,-7.2,112.4,168.92102,179.66983,183.16104
2025-10-09 18:00:00,-7.2,112.4,144.41571,154.4899,158.22684
2025-10-10 00:00:00,-7.2,112.4,86.803825,95.808784,100.7499
2025-10-10 00:00:00,-7.2,112.4,74.806,82.3984,86.63005
2025-10-10 06:00:00,-7.2,112.4,30.070919,32.67601,33.439713
2025-10-10 06:00:00,-7.2,112.4,35.137455,38.742317,40.21735
2025-10-10 12:00:00,-7.2,112.4,74.5423,80.18958,82.433075
2025-10-10 12:00:00,-7.2,112.4,63.877506,68.77002,70.705826
2025-10-10 18:00:00,-7.2,112.4,108.7289,115.56017,117.641495
2025-10-10 18:00:00,-7.2,112.4,136.39891,144.22955,146.20883
2025-10-11 00:00:00,-7.2,112.4,96.7795,105.65975,110.06972
2025-10-11 00:00:00,-7.2,112.4,88.56523,96.42872,100.26958
2025-10-11 06:00:00,-7.2,112.4,24.161726,26.824512,27.811438
2025-10-11 06:00:00,-7.2,112.4,20.599121,22.82859,23.625343
2025-10-11 12:00:00,-7.2,112.4,34.695435,38.47196,40.438446
2025-10-11 12:00:00,-7.2,112.4,45.281033,50.40069,53.08403
2025-10-11 18:00:00,-7.2,112.4,105.699936,112.67196,114.907326
2025-10-11 18:00:00,-7.2,112.4,103.97485,110.86746,113.02865
2025-10-12 00:00:00,-7.2,112.4,89.37184,98.51243,103.40994
2025-10-12 00:00:00,-7.2,112.4,88.2315,96.50171,100.646904
2025-10-12 06:00:00,-7.2,112.4,16.646336,17.936266,18.223112
2025-10-12 06:00:00,-7.2,112.4,13.749559,14.971171,15.291672
2025-10-12 12:00:00,-7.2,112.4,24.273561,26.10173,26.86984
2025-10-12 12:00:00,-7.2,112.4,23.15151,25.19654,26.15269
2025-10-12 18:00:00,-7.2,112.4,79.275085,83.78896,84.86228
2025-10-12 18:00:00,-7.2,112.4,87.703316,92.6637,93.825066
2025-10-13 00:00:00,-7.2,112.4,66.95302,73.26605,76.556145
2025-10-13 00:00:00,-7.2,112.4,64.23329,70.21037,73.18249
2025-10-13 06:00:00,-7.2,112.4,24.149063,26.235891,26.680145
2025-10-13 06:00:00,-7.2,112.4,20.647171,22.441404,22.849495
2025-10-13 12:00:00,-7.2,112.4,36.392105,38.66553,39.26515
2025-10-13 12:00:00,-7.2,112.4,45.169193,47.57698,47.74883
2025-10-13 18:00:00,-7.2,112.4,151.92154,160.55504,162.64847
2025-10-13 18:00:00,-7.2,112.4,143.84859,151.8232,153.5027
2025-10-14 00:00:00,-7.2,112.4,86.61027,94.20933,97.64272
2025-10-14 00:00:00,-7.2,112.4,78.72683,84.64747,86.83452
2025-10-14 06:00:00,-7.2,112.4,24.142714,26.172209,26.531263
2025-10-14 06:00:00,-7.2,112.4,19.67831,21.050585,21.20807
2025-10-14 12:00:00,-7.2,112.4,25.12013,27.10902,27.776068
