Polutan,PCA,K,Variance,Silhouette,Davies_Bouldin,Calinski_Harabasz,Cluster_Min,Cluster_Max,Balance_Ratio,Ukuran_Cluster
CO,9,8,0.9623155256763891,0.20519171693244787,0.6765540824144833,47.120392800221346,1,15,0.06666666666666667,1-1-1-1-2-8-8-15
CO,9,9,0.9623155256763891,0.20385301269020473,0.7239686178965747,47.86436664988271,1,11,0.09090909090909091,1-1-1-1-2-5-7-8-11
CO,9,10,0.9623155256763891,0.19910859244200152,0.7203499352384208,46.147489345245326,1,9,0.1111111111111111,1-1-1-1-2-3-4-7-8-9
CO,10,2,0.9702886467486599,0.806415695238201,0.1166052963485311,42.61147407107524,1,36,0.027777777777777776,1-36
CO,10,3,0.9702886467486599,0.7152965365169139,0.14695814542589652,50.36970323272489,1,35,0.02857142857142857,1-1-35
CO,10,4,0.9702886467486599,0.37950679362048445,0.6569118127638114,47.5440204652716,1,31,0.03225806451612903,1-1-4-31
CO,10,5,0.9702886467486599,0.2155709629257064,0.832120103045756,46.33689906901225,1,21,0.047619047619047616,1-1-2-12-21
CO,10,6,0.9702886467486599,0.1768319625636594,0.8971197180536512,42.86825208586679,1,14,0.07142857142857142,1-1-2-7-12-14
CO,10,7,0.9702886467486599,0.19016124452366973,0.7867535290393891,43.6616774437143,1,17,0.058823529411764705,1-1-1-2-6-9-17
CO,10,8,0.9702886467486599,0.17926529571518604,0.7317931605487673,42.785020550340676,1,13,0.07692307692307693,1-1-1-1-2-8-10-13
CO,10,9,0.9702886467486599,0.19676826607712963,0.7982824194382228,44.11196704748451,1,10,0.1,1-1-1-2-2-5-7-8-10
CO,10,10,0.9702886467486599,0.20103229320482455,0.7273825863615218,42.29734737431625,1,11,0.09090909090909091,1-1-1-1-2-3-3-7-7-11
CO,11,2,0.977105658643815,0.8038734427203397,0.11845799893696,41.957798431150664,1,36,0.027777777777777776,1-36
CO,11,3,0.977105658643815,0.7110385200349608,0.14974944830812412,49.005332065719934,1,35,0.02857142857142857,1-1-35
CO,11,4,0.977105658643815,0.37021158700419904,0.6656906241935883,45.841551226407894,1,31,0.03225806451612903,1-1-4-31
CO,11,5,0.977105658643815,0.20623313480530225,0.856794570653873,44.227039852950455,1,21,0.047619047619047616,1-1-2-12-21
CO,11,6,0.977105658643815,0.17194145554786583,0.9790123841062378,41.044038158329,1,15,0.06666666666666667,1-1-2-7-11-15
CO,11,7,0.977105658643815,0.17996584695550596,0.8159793088912473,40.9593184874859,1,17,0.058823529411764705,1-1-1-2-6-9-17
CO,11,8,0.977105658643815,0.16832283398298173,0.7588591513474984,39.944849208691004,1,13,0.07692307692307693,1-1-1-1-2-8-10-13
CO,11,9,0.977105658643815,0.16751190222204537,0.795449063697835,39.77699738898291,1,10,0.1,1-1-1-1-2-5-7-9-10
CO,11,10,0.977105658643815,0.17897815345626564,0.8060660084790797,38.24032343573108,1,12,0.08333333333333333,1-1-1-1-2-3-4-5-7-12
CO,12,2,0.9826806599909955,0.8018059747754259,0.11997743670121047,41.43794721780545,1,36,0.027777777777777776,1-36
CO,12,3,0.9826806599909955,0.7075734181066355,0.15205014728834368,47.94347496476797,1,35,0.02857142857142857,1-1-35
CO,12,4,0.9826806599909955,0.3623521240151839,0.6710091983902609,44.5351422888807,1,31,0.03225806451612903,1-1-4-31
CO,12,5,0.9826806599909955,0.20120414901421313,0.8722134155998281,42.6504403051648,1,21,0.047619047619047616,1-1-2-12-21
CO,12,6,0.9826806599909955,0.17229179018391566,0.9166932672555962,39.445791289976775,1,16,0.0625,1-1-2-7-10-16
CO,12,7,0.9826806599909955,0.1648412785219847,0.8444384296702699,38.63937713572746,1,16,0.0625,1-1-1-2-7-9-16
CO,12,8,0.9826806599909955,0.1644339095973378,0.7761489634885267,37.86668211714213,1,13,0.07692307692307693,1-1-1-1-2-8-10-13
CO,12,9,0.9826806599909955,0.17702235911175337,0.7819486851775075,37.86607010705462,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,12,10,0.9826806599909955,0.14143329303753902,0.8707005757874958,35.10395452833772,1,9,0.1111111111111111,1-1-1-1-2-4-4-7-7-9
