Polutan,Jumlah_Fitur,K,Silhouette,Davies_Bouldin,Calinski_Harabasz,Inertia
CO,68,2,0.7954938431353852,0.12468913462228247,39.90209764434675,1123.8003026254783
CO,68,3,0.6970344797783175,0.15911255780357111,44.92688087833924,660.2141012127214
CO,68,4,0.34251667134526087,0.6944590082686504,40.93631608439715,509.37382537895667
CO,68,5,0.18450082248404917,0.9275033700606377,38.485834467544976,413.88952614011475
CO,68,6,0.15381244310341585,0.9845293884169273,35.06452188682892,361.351575595485
CO,68,7,0.16133743836887793,0.8800047103337374,33.06965208997891,315.8683975251075
CO,68,8,0.14248964725934593,0.841077619266281,32.37325206452854,272.8541360194041
CO,68,9,0.15005465588442002,0.8583926576733855,31.6721962699394,239.32255851745538
CO,68,10,0.14546929585610838,0.8077057584419229,29.641296790271447,221.0390122168917
